Unnamed: 0,League,Team,Name,Age,Market Value,Matches Played,Minutes,Matches Started,Goals Scored,Goals Scored (Per90),Goal Involvement,Goal Involvement (Per90),Expected Goals (xG),Expected Goals (xG) (Per90),Non-Penalty xG (npxG),Goals Conceded,Clean Sheets,Tackles,Tackles (Per90),Interceptions,Interceptions (Per90),Clearances,Clearances (Per90),Shots Blocked,Shots Blocked (Per90),Dribbled Past,Dribbled Past (Per90),Penalties Given Away,Penalties Given Away (Per90),Ground Duels,Ground Duels (Per90),Ground Duels Won,Ground Duels Won (Per90),Aerial Duels Won,Aerial Duels Won (Per90),Assists,Assists (Per90),Expected Assists (xA),Expected Assists (xA) (Per90),Passes,Passes (Per90),Successful Passes,Successful Passes (Per90),Pass Completion Rate,Key Passes,Key Passes (Per90),Crosses,Crosses (Per90),Successful Crosses,Successful Crosses (Per90),Cross Completion Rate,Dribbles,Dribbles (Per90),Successful Dribbles,Successful Dribbles (Per90),Dribble Success Rate,Dispossesed,Dispossesed (Per90),Offsides,Offsides (Per90),Yellow Cards,Red Cards,Total Cards,Total Cards (Per90),Fouls Committed,Fouls Committed (Per90),Fouled Against,Fouled Against (Per90),Annual Salary,Shots Faced,Shots Faced (Per90),Shot Conversion Rate,Shots Taken,Shots Taken (Per90),Shots On Target,Shots On Target (Per90),Shots Off Target,Shots Off Target (Per90),Shot Accuracy,Shots Per Goal Scored,Position,Tactical_Role,Inside Forward_Score,Traditional Winger_Score,Winger_Type,Performance_Score,Rank,Value_Normalized,Age_Normalized,Value_Score,Value_Rank
238,premier-league,Aston Villa,Leon Bailey,28,16000000.0,7,183,1,0,0.0,0,0.0,0.27,0.13,0.27,2,2,2,0.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,9.4,8,3.96,3,1.48,0,0.0,0.16,0.08,59,29.18,48,23.74,0.8136,2,0.99,14,6.92,2,0.99,0.1429,6,2.97,2,0.99,0.3333,2,0.99,1,0.49,0,0,0,0.0,2,0.99,1,0.49,8100000.0,85,3.4,20.0,31,0.4,1,0.11,3,0.35,40.0,0.0,Right Winger,Traditional Winger,25.63461538461539,51.63461538461539,Right Winger,17.66299229735245,93,0.07953976988494248,0.6,3.2767992008041755,103
814,la-liga,Sevilla FC,Miguel Ángel Sierra,21,300000.0,11,195,1,1,0.46,1,0.46,0.73,0.33,0.73,4,2,4,1.83,2,0.91,29,13.25,4,1.83,0,0.0,0,0.0,29,13.25,20,9.14,14,6.4,0,0.0,0.12,0.05,73,33.35,56,25.58,0.7670999999999999,0,0.0,0,0.0,0,0.0,0.0,1,0.46,1,0.46,1.0,0,0.0,0,0.0,0,0,0,0.0,1,0.46,1,0.46,1040000.0,85,3.4,20.0,7,1.69,12,0.11,6,1.04,40.0,0.0,Right Winger,Inside Forward,74.23076923076923,3.711538461538461,Right Winger,8.23708449214108,120,0.0010005002501250625,0.25,3.207069484637328,104
156,premier-league,Manchester United,Bryan Mbeumo,26,80000000.0,26,2199,26,9,0.37,12,0.49,10.54,0.43,10.54,29,4,22,0.9,6,0.25,13,0.53,1,0.04,12,0.49,0,0.0,225,9.2,72,2.95,12,0.49,3,0.12,4.7,0.19,693,28.35,547,22.38,0.7893000000000001,41,1.68,88,3.6,31,1.27,0.3522999999999999,46,1.88,13,0.53,0.2826,26,1.06,7,0.29,4,0,4,0.16,20,0.82,26,1.06,12064000.0,85,3.4,20.0,31,0.67,1,0.06,6,0.4,40.0,0.0,Right Winger,Traditional Winger / Inside Forward,72.38461538461537,72.92307692307693,Right Winger,24.987611103024907,54,0.3996998499249625,0.5,2.996615605276032,105
104,premier-league,Liverpool FC,Cody Gakpo,26,65000000.0,30,2244,26,6,0.24,10,0.4,8.19,0.33,8.19,27,9,27,1.08,10,0.4,18,0.72,3,0.12,10,0.4,0,0.0,259,10.39,132,5.29,40,1.6,4,0.16,4.96,0.2,650,26.07,516,20.7,0.7938,44,1.76,84,3.37,11,0.44,0.131,53,2.13,26,1.04,0.4906,20,0.8,22,0.88,2,0,2,0.08,35,1.4,40,1.6,18850000.0,106,4.19,0.0,6,0.27,1,0.22,1,0.04,16.67,0.0,Left Winger,Inside Forward,55.230769230769226,46.596153846153854,Left Winger,22.5542877420476,71,0.3246623311655828,0.5,2.8144178070801154,106
342,premier-league,Brentford FC,Kevin Schade,24,35000000.0,29,2306,27,7,0.27,10,0.39,8.41,0.33,7.71,27,8,36,1.41,19,0.74,27,1.05,4,0.16,8,0.31,0,0.0,353,13.78,163,6.36,70,2.73,3,0.12,3.47,0.14,453,17.68,309,12.06,0.6820999999999999,27,1.05,18,0.7,4,0.16,0.2221999999999999,58,2.26,20,0.78,0.3448,42,1.64,10,0.39,7,1,8,0.31,41,1.6,37,1.44,754000.0,67,4.19,33.33,6,0.4,1,0.07,1,0.33,16.67,0.0,Left Winger,Inside Forward,60.82692307692308,24.365384615384617,Left Winger,15.849594471467086,100,0.1745872936468234,0.4,2.6119756620623846,107
211,premier-league,Nottingham Forest,Dan Ndoye,25,35000000.0,24,1176,14,1,0.08,2,0.15,1.8,0.14,1.8,16,7,22,1.68,10,0.76,12,0.92,2,0.15,10,0.76,0,0.0,143,10.93,66,5.05,11,0.84,1,0.08,1.68,0.13,281,21.49,219,16.75,0.7794,14,1.07,41,3.14,9,0.69,0.2195,32,2.45,12,0.92,0.375,19,1.45,9,0.69,1,0,1,0.08,16,1.22,22,1.68,6409000.0,85,3.4,0.0,31,1.69,1,0.11,19,0.67,40.0,0.0,Right Winger,Traditional Winger,42.15384615384616,48.30769230769231,Right Winger,16.778671404346518,98,0.1745872936468234,0.45,2.5410525949418172,108
706,la-liga,Real Betis Balompié,Aitor Ruibal,30,4000000.0,25,1647,18,4,0.22,6,0.33,4.74,0.26,4.74,18,9,37,2.02,18,0.98,37,2.02,4,0.22,24,1.31,1,0.05,174,9.51,81,4.43,7,0.38,2,0.11,3.0,0.16,641,35.03,528,28.85,0.8237000000000001,20,1.09,30,1.64,10,0.55,0.3333,28,1.53,13,0.71,0.4643,19,1.04,0,0.0,4,0,4,0.22,28,1.53,25,1.37,2075000.0,85,3.4,12.9,31,1.69,12,0.66,19,1.04,38.71,7.75,Right Winger,Inside Forward,61.25000000000001,42.80769230769231,Right Winger,17.07750413753743,97,0.01950975487743872,0.7,2.4922114912142703,109
652,la-liga,Athletic Bilbao,Nico Serrano,23,1500000.0,21,1376,15,1,0.07,1,0.07,1.31,0.09,1.31,12,10,37,2.42,21,1.37,43,2.81,8,0.52,8,0.52,0,0.0,170,11.12,94,6.15,31,2.03,0,0.0,2.51,0.16,1134,74.17,1021,66.78,0.9004000000000001,8,0.52,2,0.13,2,0.13,1.0,16,1.05,12,0.78,0.75,14,0.92,0,0.0,6,0,6,0.39,28,1.83,17,1.11,5655000.0,85,2.34,33.33,6,0.27,5,0.22,5,0.33,16.67,3.0,Left Winger,Traditional Winger / Inside Forward,17.98076923076923,20.05769230769231,Left Winger,9.515340744112454,117,0.007003501750875438,0.35,2.3052356915861907,110
265,premier-league,Crystal Palace,Evann Guessand,24,28000000.0,19,887,9,1,0.1,3,0.3,1.54,0.16,1.54,15,6,23,2.33,6,0.61,9,0.91,3,0.3,4,0.41,0,0.0,149,15.12,64,6.49,10,1.01,2,0.2,1.65,0.17,177,17.96,145,14.71,0.8192,6,0.61,11,1.12,0,0.0,0.0,38,3.86,11,1.12,0.2895,27,2.74,0,0.0,0,0,0,0.0,15,1.52,20,2.03,5655000.0,85,3.4,12.9,31,0.67,1,0.11,6,0.4,14.29,0.0,Right Winger,Inside Forward,42.82692307692308,17.57692307692308,Right Winger,13.96727089009697,109,0.13956978489244623,0.4,1.780177343323583,111
390,premier-league,Fulham FC,Alex Iwobi,29,25000000.0,26,2236,26,4,0.16,7,0.28,4.71,0.19,4.71,37,4,22,0.89,14,0.56,16,0.64,3,0.12,8,0.32,0,0.0,122,4.91,54,2.17,7,0.28,3,0.12,5.21,0.21,1278,51.44,1087,43.75,0.8504999999999999,38,1.53,81,3.26,29,1.17,0.358,41,1.65,16,0.64,0.3902,21,0.85,1,0.04,3,0,3,0.12,7,0.28,10,0.4,6032000.0,67,4.19,0.0,6,0.4,5,0.07,5,0.33,16.67,0.0,Left Winger,Traditional Winger,40.96153846153846,72.88461538461539,Left Winger,18.25059628264505,90,0.12456228114057029,0.65,1.5137278484279406,112
264,premier-league,Crystal Palace,Brennan Johnson,24,35000000.0,28,1295,14,2,0.14,3,0.21,2.43,0.17,2.43,13,9,20,1.38,3,0.21,25,1.73,1,0.07,9,0.62,0,0.0,97,6.7,44,3.04,11,0.76,1,0.07,1.61,0.11,288,19.89,190,13.12,0.6597,17,1.17,51,3.52,14,0.97,0.2744999999999999,19,1.31,4,0.28,0.2105,8,0.55,11,0.76,5,0,5,0.35,13,0.9,10,0.69,5941000.0,85,3.4,0.0,5,0.78,12,0.11,6,0.4,38.71,7.75,Right Winger,Traditional Winger,43.5,56.32692307692307,Right Winger,14.545895423089123,106,0.1745872936468234,0.4,1.30827661368442,113
965,la-liga,Elche CF,Yago Santiago,22,1000000.0,23,2013,22,2,0.09,3,0.13,1.85,0.08,1.85,33,4,40,1.79,21,0.94,89,3.98,14,0.63,9,0.4,0,0.0,153,6.84,85,3.8,36,1.61,1,0.04,2.27,0.1,883,39.48,772,34.52,0.8743000000000001,7,0.31,5,0.22,2,0.09,0.4,1,0.04,0,0.0,0.0,4,0.18,1,0.04,4,0,4,0.18,21,0.94,9,0.4,3016000.0,67,4.19,33.33,6,0.27,5,0.22,1,0.04,83.33,3.0,Left Winger,Inside Forward / Traditional Winger,14.96153846153846,12.711538461538463,Left Winger,6.500653610298364,123,0.004502251125562781,0.3,0.36558607653148023,114
595,la-liga,Atlético de Madrid,Nico González,28,24000000.0,21,1376,15,1,0.07,1,0.07,1.31,0.09,1.31,12,10,37,2.42,21,1.37,43,2.81,8,0.52,8,0.52,0,0.0,170,11.12,94,6.15,31,2.03,0,0.0,2.51,0.16,1134,74.17,1021,66.78,0.9004000000000001,8,0.52,2,0.13,2,0.13,1.0,16,1.05,12,0.78,0.75,14,0.92,0,0.0,6,0,6,0.39,28,1.83,17,1.11,5655000.0,85,4.19,0.0,6,0.27,1,0.22,1,0.33,83.33,0.0,Left Winger,Traditional Winger / Inside Forward,17.98076923076923,20.05769230769231,Left Winger,14.34297689706726,108,0.11955977988994497,0.6,0.0,115
653,la-liga,Athletic Bilbao,Iñaki Williams,31,10000000.0,23,1668,19,2,0.11,6,0.32,4.48,0.24,3.78,22,2,8,0.43,4,0.22,9,0.49,1,0.05,8,0.43,0,0.0,173,9.33,61,3.29,22,1.19,4,0.22,3.52,0.19,389,20.99,275,14.84,0.7069,17,0.92,54,2.91,6,0.32,0.1110999999999999,49,2.64,12,0.65,0.2448999999999999,24,1.29,6,0.32,1,0,1,0.05,20,1.08,21,1.13,14250000.0,85,3.4,12.9,5,0.78,1,0.06,6,0.67,38.71,7.75,Right Winger,Inside Forward,50.36538461538461,31.634615384615383,Right Winger,16.302758041690637,99,0.04952476238119059,0.75,0.0,115
966,la-liga,Elche CF,Grady Diangana,27,2500000.0,17,768,11,1,0.12,1,0.12,1.38,0.16,1.38,13,2,13,1.52,4,0.47,8,0.94,3,0.35,4,0.47,1,0.12,98,11.48,41,4.8,5,0.59,0,0.0,0.82,0.1,243,28.48,204,23.91,0.8395,8,0.94,11,1.29,2,0.23,0.1818,25,2.93,7,0.82,0.28,16,1.88,3,0.35,2,0,2,0.23,12,1.41,16,1.88,1825000.0,85,3.4,0.0,7,1.69,12,0.27,6,0.4,14.29,0.0,Right Winger,Inside Forward,47.05769230769231,20.75,Right Winger,11.357501668120795,112,0.01200600300150075,0.55,0.0,115
262,premier-league,Crystal Palace,Ismaïla Sarr,28,35000000.0,23,1349,13,2,0.13,5,0.33,2.48,0.17,2.48,20,5,33,2.2,15,1.0,47,3.14,12,0.8,9,0.6,0,0.0,176,11.74,86,5.74,29,1.93,3,0.2,3.14,0.21,614,40.96,523,34.89,0.8518000000000001,8,0.53,8,0.53,1,0.07,0.125,20,1.33,12,0.8,0.6,15,1.0,3,0.2,2,0,2,0.13,26,1.73,13,0.87,4158700.0,85,3.4,0.0,31,0.67,1,0.06,6,1.04,38.71,5.0,Right Winger,Inside Forward,43.51923076923077,24.07692307692308,Right Winger,11.812541655990959,111,0.1745872936468234,0.6,0.0,115
937,la-liga,Levante UD,Roger Brugué,29,2000000.0,15,899,10,0,0.0,1,0.1,1.34,0.13,1.34,18,2,10,1.0,3,0.3,16,1.6,1,0.1,10,1.0,0,0.0,106,10.61,41,4.1,14,1.4,1,0.1,1.17,0.12,206,20.62,166,16.62,0.8058,6,0.6,10,1.0,4,0.4,0.4,22,2.2,9,0.9,0.4090999999999999,14,1.4,6,0.6,1,0,1,0.1,11,1.1,8,0.8,1660000.0,75,4.19,0.0,6,0.27,1,0.22,5,0.33,16.67,3.0,Left Winger,Traditional Winger,19.057692307692307,26.038461538461537,Left Winger,9.46196131332139,118,0.009504752376188095,0.65,0.0,115
1016,la-liga,Real Oviedo,Ovie Ejaria,28,500000.0,7,179,2,0,0.0,0,0.0,0.21,0.11,0.21,2,2,4,2.03,2,1.02,3,1.53,0,0.0,4,2.03,0,0.0,33,16.78,15,7.63,5,2.54,0,0.0,0.2,0.1,94,47.8,82,41.69,0.8723000000000001,1,0.51,0,0.0,0,0.0,0.0,3,1.53,2,1.02,0.6667000000000001,5,2.54,1,0.51,1,0,1,0.5,3,1.53,5,2.54,840000.0,67,4.1,33.33,6,0.27,1,0.07,5,0.33,83.33,3.0,Left Winger,Inside Forward,17.94230769230769,9.519230769230768,Left Winger,11.169357619415477,114,0.002001000500250125,0.6,0.0,115
914,la-liga,RCD Mallorca,Takuma Asano,31,1800000.0,16,498,6,1,0.18,1,0.18,1.2,0.22,1.2,9,4,8,1.45,2,0.36,5,0.9,0,0.0,4,0.72,0,0.0,65,11.75,26,4.7,6,1.08,0,0.0,0.21,0.04,84,15.18,62,11.2,0.7381,2,0.36,7,1.27,1,0.18,0.1429,9,1.63,2,0.36,0.2221999999999999,8,1.45,5,0.9,2,0,2,0.36,7,1.27,10,1.81,1825000.0,85,3.4,20.0,31,0.67,2,0.06,19,1.04,38.71,0.0,Right Winger,Inside Forward,48.26923076923077,11.538461538461538,Right Winger,8.259440893432723,119,0.008504252126063032,0.75,0.0,115
624,la-liga,Villarreal CF,Nicolas Pépé,30,6000000.0,20,947,14,1,0.1,1,0.1,1.79,0.17,1.79,16,5,40,3.79,4,0.38,13,1.23,4,0.38,19,1.8,0,0.0,123,11.66,65,6.16,12,1.14,0,0.0,0.87,0.08,380,36.04,313,29.68,0.8237000000000001,9,0.85,13,1.23,6,0.57,0.4614999999999999,11,1.04,5,0.47,0.4545,4,0.38,0,0.0,2,0,2,0.19,12,1.14,8,0.76,2639000.0,85,3.4,20.0,7,0.67,1,0.27,6,0.4,14.29,0.0,Right Winger,Inside Forward / Traditional Winger,38.15384615384615,33.557692307692314,Right Winger,8.020934920253117,121,0.029514757378689346,0.7,0.0,115
520,premier-league,Burnley FC,Loum Tchaouna,22,15000000.0,23,854,9,1,0.11,1,0.11,1.94,0.2,1.94,12,2,14,1.46,2,0.21,8,0.84,1,0.1,14,1.46,0,0.0,99,10.34,42,4.39,13,1.36,0,0.0,0.47,0.05,240,25.06,179,18.69,0.7458,5,0.52,18,1.88,5,0.52,0.2778,18,1.88,4,0.42,0.2221999999999999,10,1.04,1,0.1,1,0,1,0.11,4,0.42,12,1.25,3393000.0,85,3.4,0.0,5,0.78,1,0.27,19,1.04,14.29,5.0,Right Winger,Inside Forward,45.01923076923077,25.038461538461537,Right Winger,7.104470627850143,122,0.07453726863431716,0.3,0.0,115
788,la-liga,Girona FC,Portu,33,1500000.0,10,472,4,0,0.0,0,0.0,0.92,0.18,0.92,8,1,4,0.76,2,0.38,0,0.0,1,0.19,1,0.19,0,0.0,37,7.06,12,2.29,5,0.95,0,0.0,0.2,0.04,76,14.49,55,10.49,0.7237,3,0.57,17,3.24,2,0.38,0.1176,3,0.57,0,0.0,0.0,7,1.33,3,0.57,2,0,2,0.38,6,1.14,4,0.76,1880000.0,85,3.4,12.9,5,0.67,1,0.06,6,1.04,38.71,0.0,Right Winger,Inside Forward,30.384615384615383,18.000000000000004,Right Winger,6.178129891761342,124,0.007003501750875438,0.85,0.0,115
862,la-liga,Rayo Vallecano,Carlos Martín,23,2000000.0,7,313,5,0,0.0,0,0.0,0.26,0.07,0.26,6,1,9,2.58,0,0.0,3,0.86,2,0.57,9,2.58,0,0.0,51,14.62,19,5.45,5,1.43,0,0.0,0.2,0.06,80,22.93,64,18.34,0.8,1,0.29,7,2.01,1,0.29,0.1429,5,1.43,3,0.86,0.6,4,1.15,0,0.0,1,0,1,0.29,9,2.58,3,0.86,1050000.0,106,4.19,33.33,6,0.27,5,0.07,5,0.33,16.67,3.0,Left Winger,Traditional Winger / Inside Forward,13.86538461538462,14.596153846153848,Left Winger,5.775764450361482,125,0.009504752376188095,0.35,0.0,115
678,la-liga,Real Sociedad,Wesley,21,5000000.0,20,1393,15,0,0.0,1,0.06,0.39,0.03,0.39,18,5,20,1.32,28,1.84,109,7.18,16,1.05,4,0.26,0,0.0,161,10.6,99,6.52,57,3.75,1,0.06,2.64,0.17,980,64.52,905,59.58,0.9235,3,0.2,3,0.2,2,0.13,0.6667000000000001,14,0.92,11,0.72,0.7857,5,0.33,2,0.13,5,1,5,0.32,19,1.25,13,0.86,15080000.0,75,4.19,0.0,6,0.4,1,0.07,5,0.33,16.67,0.0,Left Winger,Traditional Winger / Inside Forward,16.826923076923077,19.769230769230774,Left Winger,4.759063517060924,126,0.02451225612806403,0.25,0.0,115
419,premier-league,Sunderland AFC,Bertrand Traoré,30,5000000.0,1,63,1,0,0.0,0,0.0,0.14,0.2,0.14,0,1,2,2.86,1,1.43,0,0.0,0,0.0,0,0.0,0,0.0,8,11.43,5,7.14,0,0.0,0,0.0,0.03,0.04,19,27.14,17,24.29,0.8946999999999999,0,0.0,1,1.43,0,0.0,0.0,0,0.0,0,0.0,0.0,2,2.86,0,0.0,0,0,0,0.0,0,0.0,3,4.29,3770000.0,85,3.4,20.0,7,0.78,2,0.66,3,0.35,14.29,5.0,Right Winger,Inside Forward,35.32692307692308,3.0384615384615383,Right Winger,0.7386980108499093,127,0.02451225612806403,0.7,0.0,115
47,premier-league,Arsenal FC,Max Dowman,16,20000000.0,21,1557,17,0,0.0,0,0.0,0.44,0.03,0.44,32,1,16,0.92,7,0.4,110,6.35,23,1.33,6,0.35,2,0.12,128,7.39,67,3.87,45,2.6,0,0.0,1.17,0.07,678,39.17,595,34.37,0.8776,4,0.23,3,0.17,1,0.06,0.3333,5,0.29,4,0.23,0.8,6,0.35,0,0.0,4,0,4,0.23,16,0.92,2,0.12,5941000.0,85,3.4,0.0,7,0.4,1,0.06,6,0.35,14.29,0.0,Right Winger,Inside Forward / Traditional Winger,13.711538461538462,8.865384615384617,Right Winger,0.0,128,0.09954977488744372,0.0,0.0,115
1014,la-liga,Real Oviedo,Thiago Fernández,22,4500000.0,7,82,0,0,0.0,0,0.0,0.25,0.27,0.25,2,2,2,2.17,0,0.0,4,4.34,0,0.0,1,1.08,0,0.0,21,22.77,10,10.84,7,7.59,0,0.0,0.05,0.05,28,30.36,19,20.6,0.6786,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,2,2.17,1,1.08,1,0,1,1.1,3,3.25,2,2.17,754000.0,123,4.1,33.33,6,0.27,1,0.07,5,0.33,16.67,0.0,Left Winger,Inside Forward,27.557692307692307,3.711538461538461,Left Winger,0.0,128,0.022011005502751375,0.3,0.0,115
967,la-liga,Elche CF,Josan,36,100000.0,25,2250,25,0,0.0,0,0.0,0.0,0.0,0.0,17,12,4,0.16,0,0.0,34,1.36,0,0.0,0,0.0,0,0.0,19,0.76,17,0.68,7,0.28,0,0.0,1.54,0.06,729,29.16,655,26.2,0.8985,0,0.0,0,0.0,0,0.0,0.0,1,0.04,1,0.04,1.0,1,0.04,0,0.0,1,0,1,0.04,0,0.0,4,0.16,7812500.0,85,3.4,20.0,31,0.67,2,0.27,6,0.35,40.0,0.0,Right Winger,Inside Forward,18.48076923076924,4.288461538461539,Right Winger,0.0,128,0.0,1.0,0.0,115
